targetId	diseaseId	drugId	clinicalPhase	clinicalStatus	diseaseFromSource	isApproved	isComplex	actionType	mechanismOfAction	references	targetName	targetType	target	chemblId	phenotype_id
ENSG00000160867	EFO_0000691	CHEMBL502835	2.0	Terminated	Sarcoma, Soft Tissue			INHIBITOR	Fibroblast growth factor receptor inhibitor	[Row(ids=['label/2014/205832s000lbl.pdf', 'label/2014/205832s000lbl.pdf', 'label/2014/205832s000lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205832s000lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205832s000lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205832s000lbl.pdf'])]	Fibroblast growth factor receptor	protein family	ENSG00000160867	CHEMBL502835	ENSG00000160867
ENSG00000166501	EFO_1000616	CHEMBL565612	1.0	Terminated	Uveal Melanoma			INHIBITOR	Protein kinase C (PKC) inhibitor	[Row(ids=['19491325'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19491325'])]	Protein kinase C (PKC)	protein family	ENSG00000166501	CHEMBL565612	ENSG00000166501
ENSG00000166501	EFO_1000616	CHEMBL565612	1.0	Completed	Uveal Melanoma			INHIBITOR	Protein kinase C (PKC) inhibitor	[Row(ids=['19491325'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19491325'])]	Protein kinase C (PKC)	protein family	ENSG00000166501	CHEMBL565612	ENSG00000166501
ENSG00000166501	EFO_1000616	CHEMBL565612	1.0	Completed	Uveal Melanoma			INHIBITOR	Protein kinase C (PKC) inhibitor	[Row(ids=['19491325'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19491325'])]	Protein kinase C (PKC)	protein family	ENSG00000166501	CHEMBL565612	ENSG00000166501
ENSG00000170889	MONDO_0019172	CHEMBL256997	2.0	Withdrawn	Aniridia			MODULATOR	80S Ribosome modulator	[Row(ids=['25193627', '27702906', '27791186'], source='PubMed', urls=['http://europepmc.org/abstract/MED/25193627', 'http://europepmc.org/abstract/MED/27702906', 'http://europepmc.org/abstract/MED/27791186']), Row(ids=['https://www.ema.europa.eu/en/documents/product-information/translarna-epar-product-information_en.pdf'], source='EMA', urls=['https://www.ema.europa.eu/en/documents/product-information/translarna-epar-product-information_en.pdf'])]	80S Ribosome	protein nucleic-acid complex	ENSG00000170889	CHEMBL256997	ENSG00000170889
ENSG00000170889	MONDO_0019172	CHEMBL256997	2.0	Completed	Aniridia			MODULATOR	80S Ribosome modulator	[Row(ids=['25193627', '27702906', '27791186'], source='PubMed', urls=['http://europepmc.org/abstract/MED/25193627', 'http://europepmc.org/abstract/MED/27702906', 'http://europepmc.org/abstract/MED/27791186']), Row(ids=['https://www.ema.europa.eu/en/documents/product-information/translarna-epar-product-information_en.pdf'], source='EMA', urls=['https://www.ema.europa.eu/en/documents/product-information/translarna-epar-product-information_en.pdf'])]	80S Ribosome	protein nucleic-acid complex	ENSG00000170889	CHEMBL256997	ENSG00000170889
ENSG00000197635	EFO_0002916	CHEMBL237500	1.0	Active, not recruiting	Gastric Adenocarcinoma or Gastroesophageal Junction Adenocarcinoma or Esophageal Carcinoma			INHIBITOR	Dipeptidyl peptidase IV inhibitor	[Row(ids=['setid=f6dd9b86-0d18-95d4-2bc7-05591bfdd597'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f6dd9b86-0d18-95d4-2bc7-05591bfdd597'])]	Dipeptidyl peptidase IV	single protein	ENSG00000197635	CHEMBL237500	ENSG00000197635
ENSG00000065989	EFO_0000676	CHEMBL514800	2.0	Completed	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Completed		False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Completed	Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	3.0	Completed	Chronic Plaque Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Completed	Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	3.0	Completed	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Withdrawn	Plaque Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Completed		False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL484785	2.0	Completed	Psoriasis			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['19303290', '26461821'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19303290', 'http://europepmc.org/abstract/MED/26461821'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL484785	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	1.0	Completed	Plaque Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	4.0	Withdrawn	Moderate to Severe Plaque Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	4.0	Completed	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Completed	Plaque Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	2.0	Completed	Palmoplantaris Pustulosis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	4.0	Recruiting	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL485629	1.0	Completed				INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['18321743', '18835163'], source='PubMed', urls=['http://europepmc.org/abstract/MED/18321743', 'http://europepmc.org/abstract/MED/18835163']), Row(ids=['NCT00132730'], source='ClinicalTrials', urls=['https://www.clinicaltrials.gov/ct2/show/NCT00132730'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL485629	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	2.0	Completed	Plaque Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	2.0	Completed		True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	4.0	Completed	Plaque Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	2.0	Completed	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	0.5	Not yet recruiting	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	3.0	Completed	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL484785	2.0	Completed	Psoriasis			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['19303290', '26461821'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19303290', 'http://europepmc.org/abstract/MED/26461821'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL484785	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	4.0	Unknown status	Psoriasis of Scalp	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	3.0	Completed	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Completed	Plaque Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL484785	2.0	Completed	Psoriasis			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['19303290', '26461821'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19303290', 'http://europepmc.org/abstract/MED/26461821'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL484785	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL484785	1.0	Completed	Psoriasis			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['19303290', '26461821'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19303290', 'http://europepmc.org/abstract/MED/26461821'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL484785	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	3.0	Completed	Plaque Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	1.0	Completed	Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	4.0	Unknown status	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	4.0	Recruiting	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	3.0	Completed	Chronic Plaque Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	3.0	Completed	Plaque Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	2.0	Completed	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL193240	2.0	Completed	Plaque Psoriasis	False	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	3.0	Active, not recruiting	Psoriasis	True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
ENSG00000065989	EFO_0000676	CHEMBL514800	2.0	Completed		True	True	INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL514800	ENSG00000065989
